TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
230.08,Debit,Online,79,Retired,124,1,4466.1,3,0.05151698338255529,0
361.92,Debit,ATM,54,Retired,111,1,7474.31,4,0.04842186094981094,0
71.29,Debit,ATM,68,Retired,55,2,7225.63,3,0.009866267702793712,0
122.45,Debit,Branch,46,Doctor,98,1,7255.49,7,0.01687687528081925,0
642.53,Debit,ATM,65,Doctor,128,1,11417.91,5,0.05627387143857863,0
62.86,Debit,Branch,25,Student,31,1,1040.43,4,0.060417326870454265,0
175.21,Credit,ATM,69,Doctor,69,1,6039.04,8,0.029012889417833154,0
168.0,Credit,Branch,32,Engineer,11,1,3498.58,4,0.04801948205266284,0
11.46,Debit,Online,67,Retired,73,1,6628.75,3,0.0017288327335789817,0
382.07,Credit,Branch,62,Doctor,147,1,10156.09,4,0.03761979261938424,0
13.48,Debit,Online,18,Student,20,3,521.88,7,0.025829692154715797,0
65.32,Debit,ATM,28,Student,54,1,9165.02,4,0.007127098460093814,0
83.07,Debit,Branch,27,Engineer,291,4,6704.76,3,0.012389705205869106,0
730.1,Credit,Branch,77,Retired,93,1,6384.05,6,0.11436313920730079,0
85.31,Debit,ATM,62,Retired,27,1,6095.65,4,0.013995226080901585,0
726.61,Debit,ATM,18,Student,277,1,1008.76,4,0.720300163365913,0
130.4,Debit,Branch,45,Engineer,63,1,4381.24,5,0.02976326330042805,0
68.1,Debit,ATM,20,Student,47,1,1382.8,11,0.04924790244975483,0
65.26,Debit,Branch,26,Student,72,1,7380.63,2,0.008842063605895347,0
191.62,Debit,Branch,63,Doctor,51,1,1981.67,7,0.09669622037626739,0
212.88,Debit,Online,39,Doctor,122,1,7036.72,7,0.03025273134322137,0
88.38,Debit,ATM,30,Engineer,138,1,3707.82,7,0.023836108484672637,0
48.77,Credit,Online,42,Engineer,51,1,2040.16,7,0.02390498772691854,0
289.1,Debit,ATM,27,Student,206,1,267.53,8,1.080626431404836,0
390.09,Debit,Online,26,Engineer,49,1,2617.23,5,0.14904689251977513,0
48.29,Debit,Online,37,Engineer,242,1,8883.4,5,0.0054359817125920465,0
333.83,Debit,ATM,63,Retired,135,1,1660.66,6,0.20102248382557245,0
1074.29,Debit,Branch,67,Retired,79,1,2011.6,5,0.5340475217038799,0
100.27,Debit,Online,79,Retired,51,1,4309.9,9,0.023265040898245805,0
44.54,Debit,ATM,31,Engineer,164,1,362.4,7,0.12290286636581496,0
1156.18,Credit,Online,52,Doctor,40,1,836.69,6,1.3818498920526134,1
82.17,Debit,Branch,28,Student,21,1,1913.06,9,0.04295212882527402,0
1045.45,Debit,Online,19,Student,150,1,563.46,7,1.8554111763849932,1
447.42,Debit,Online,32,Engineer,65,1,6133.22,8,0.07295026091848937,0
590.26,Credit,Branch,25,Student,48,1,1068.28,7,0.5525330385991216,0
192.73,Debit,Branch,71,Retired,157,1,2037.75,5,0.0945798056946151,0
146.01,Debit,Online,26,Student,269,1,221.79,7,0.6583254133042331,0
136.05,Debit,Online,24,Student,63,3,1127.54,7,0.12066090674689231,0
11.57,Credit,Branch,56,Retired,64,1,2061.61,7,0.005612118656719172,0
102.34,Debit,Online,51,Doctor,78,1,9326.28,8,0.010973292662269101,0
7.82,Debit,ATM,36,Engineer,273,1,2240.49,5,0.0034903079081347924,0
79.43,Debit,ATM,74,Retired,72,1,6579.37,8,0.012072584438825322,0
386.97,Debit,Branch,58,Retired,137,1,1876.35,4,0.2062355093333573,0
51.22,Debit,Branch,23,Student,82,1,1664.59,12,0.03077033965859257,0
256.05,Debit,ATM,54,Retired,35,1,6910.18,6,0.03705402748256337,0
7.79,Debit,Branch,34,Doctor,298,1,1319.85,6,0.0059021858097345475,0
233.71,Debit,Branch,63,Doctor,11,1,6095.5,8,0.03834139933009368,0
176.37,Debit,Branch,55,Retired,126,1,2420.86,6,0.07285427462614824,0
122.63,Debit,Branch,21,Student,153,1,359.06,7,0.3415306538870759,0
86.41,Debit,ATM,75,Retired,125,1,3128.71,6,0.027618411333685727,0
21.57,Debit,ATM,54,Retired,71,1,7587.48,6,0.0028428410976465957,0
82.67,Debit,Branch,26,Student,46,1,290.59,4,0.2844901653707917,0
451.35,Credit,Branch,47,Engineer,223,1,7707.96,6,0.058556349463987425,0
299.42,Credit,Branch,63,Retired,53,1,4735.41,5,0.06323000529367045,0
543.47,Debit,ATM,18,Student,122,1,6165.03,11,0.08815366658693687,0
346.76,Credit,Branch,21,Student,116,1,1637.75,5,0.21172950565269727,0
47.48,Debit,Branch,24,Student,66,1,585.52,6,0.08109031149934569,0
64.92,Debit,Branch,58,Engineer,236,1,5481.76,7,0.01184291174396013,0
350.72,Credit,ATM,28,Student,48,1,1982.9,5,0.17687225691223837,0
3.8,Debit,Online,65,Doctor,174,1,5766.96,5,0.00065892601880553,0
22.54,Debit,Online,26,Engineer,42,1,7139.11,5,0.0031572562922307455,0
767.14,Credit,Branch,62,Retired,38,1,4732.57,6,0.16209797179524452,0
167.47,Debit,ATM,35,Engineer,103,1,2293.13,5,0.07303118413246878,0
43.65,Credit,Branch,30,Engineer,212,1,2870.67,7,0.015205509462231778,0
391.08,Debit,Online,56,Retired,105,1,6885.16,5,0.056800422856113114,0
390.77,Debit,Online,44,Doctor,34,1,5500.56,9,0.07104185742716768,0
508.16,Debit,ATM,39,Engineer,131,1,5609.44,6,0.09059014787467173,0
36.76,Credit,Online,65,Retired,108,1,1228.93,5,0.029912199800540308,0
332.33,Debit,ATM,27,Student,101,1,192.63,5,1.7252244341367162,0
362.09,Debit,Branch,32,Engineer,31,1,6590.28,5,0.054943037238261445,0
42.58,Debit,Online,30,Doctor,80,1,13485.0,6,0.0031575824967314922,0
122.35,Credit,Branch,53,Retired,188,1,6472.5,3,0.018903051341980608,0
248.66,Debit,Online,28,Engineer,113,1,2571.39,6,0.09670256127346469,0
461.25,Credit,Online,54,Doctor,171,1,676.1,12,0.6822215547667275,1
61.77,Debit,Branch,56,Doctor,49,1,12352.2,6,0.005000728611097028,0
268.92,Debit,Branch,29,Engineer,148,1,8765.38,12,0.030679787949090875,0
303.97,Debit,Online,24,Student,77,5,1590.88,6,0.19107034979966844,0
219.02,Credit,Online,54,Engineer,68,1,7375.73,7,0.029694687807586932,0
125.14,Debit,Branch,20,Student,31,1,1845.18,6,0.06781994131835409,0
47.6,Debit,Online,53,Engineer,115,1,1382.51,5,0.03443013045525797,0
592.82,Debit,Online,74,Retired,248,1,7508.98,10,0.07894813932258692,0
372.5,Debit,ATM,22,Student,211,1,3901.82,7,0.095468268409439,0
4.72,Debit,Branch,32,Engineer,20,1,4792.01,3,0.0009849729007556894,0
144.93,Debit,Branch,42,Engineer,74,1,6887.52,9,0.02104240710583431,0
316.56,Debit,Online,28,Engineer,261,1,8643.51,5,0.03662401034229843,0
9.18,Debit,Online,22,Student,140,1,887.32,6,0.010345760150275433,0
421.25,Debit,Online,25,Student,66,1,7174.69,6,0.05871333805542353,0
185.71,Debit,Branch,48,Engineer,194,1,2679.91,6,0.06929710300235044,0
1432.02,Debit,Branch,60,Retired,138,1,4315.07,8,0.3318648357225611,0
26.27,Credit,Online,45,Engineer,177,1,8853.93,6,0.0029670440098724022,0
297.03,Debit,Online,61,Retired,151,1,1088.62,8,0.27285002780722356,0
341.67,Debit,Branch,53,Retired,96,5,1442.29,9,0.23689410425854646,1
99.52,Debit,ATM,52,Engineer,127,1,3798.09,4,0.02620264389152799,0
881.1,Debit,Branch,28,Student,16,1,9951.68,9,0.08853781463176287,0
139.69,Debit,Online,52,Engineer,180,1,9567.94,6,0.014599798896523391,0
42.72,Debit,ATM,37,Engineer,143,1,2669.66,6,0.01600203765272717,0
112.72,Debit,Branch,31,Doctor,17,1,9630.0,9,0.011705088253681113,0
568.88,Debit,Branch,19,Student,105,1,1307.86,7,0.4349701005079282,0
189.03,Debit,ATM,28,Student,50,1,1916.46,7,0.09863498273569507,0
199.8,Debit,ATM,20,Student,163,1,167.28,5,1.194404519703221,0
189.08,Debit,Branch,68,Doctor,238,1,10790.8,5,0.017522333823699512,0
958.9,Debit,Branch,31,Engineer,135,1,9977.49,4,0.09610633526457422,0
409.59,Debit,Online,35,Doctor,50,1,14563.02,3,0.028125347607759,0
349.34,Credit,ATM,28,Student,245,1,614.14,4,0.5688279452758663,0
283.15,Debit,Online,24,Student,180,1,603.79,6,0.4689544300343757,0
151.82,Debit,ATM,51,Retired,105,1,2197.12,3,0.06909954818535378,0
438.59,Debit,Online,37,Engineer,103,1,8994.39,4,0.048762617532970426,0
590.57,Debit,ATM,79,Retired,93,1,3224.6,6,0.18314519573545496,0
63.74,Debit,Online,63,Retired,31,1,4336.4,5,0.014698828487457736,0
77.02,Credit,Online,59,Doctor,132,1,800.83,5,0.09617521701016174,0
501.15,Debit,Branch,47,Engineer,208,1,8821.84,4,0.05680787675041955,0
917.81,Debit,ATM,64,Retired,75,2,3173.17,4,0.2892407268150123,0
8.95,Debit,Online,76,Retired,102,1,3299.84,2,0.0027122527070638186,0
173.6,Debit,Online,21,Student,160,1,421.44,6,0.41192102287582993,0
149.4,Debit,ATM,53,Retired,123,1,1035.22,4,0.14431714858371025,0
388.21,Credit,Branch,53,Doctor,237,1,9724.49,9,0.03992085956186817,0
484.3,Credit,Online,61,Retired,230,3,7910.3,12,0.06122397372890539,1
126.04,Credit,Branch,65,Retired,167,1,6041.69,7,0.020861712499546135,0
52.04,Credit,Branch,50,Doctor,31,1,8436.12,1,0.006168712623612854,0
389.7,Credit,Branch,62,Doctor,216,1,7125.15,2,0.054693585321440835,0
161.1,Credit,ATM,19,Student,104,1,239.12,8,0.6737202796202626,0
309.77,Credit,Online,67,Retired,137,1,4378.14,7,0.07075379026080986,0
838.57,Debit,ATM,41,Doctor,273,1,14576.47,7,0.05752901761707121,0
202.55,Debit,ATM,21,Student,34,2,701.73,6,0.28864377625805115,0
724.18,Debit,Branch,41,Doctor,134,1,10922.78,3,0.06629997119204087,0
124.98,Debit,ATM,24,Student,78,1,642.0,5,0.19467289416397363,0
487.32,Debit,Branch,52,Doctor,164,1,7707.96,1,0.0632229538513135,0
635.91,Credit,Branch,46,Doctor,78,1,13267.09,5,0.04793138506791513,0
205.65,Debit,Branch,62,Retired,144,1,3582.16,3,0.05740949578631469,0
39.41,Debit,Branch,25,Student,132,1,921.91,6,0.04274820706198862,0
254.0,Debit,Branch,35,Doctor,63,1,5788.53,10,0.04387987961731238,0
436.8,Debit,Branch,36,Engineer,213,1,4515.43,12,0.09673497297768989,0
224.73,Debit,Branch,76,Retired,63,1,7551.89,4,0.029758113492439488,0
752.69,Credit,ATM,65,Doctor,115,1,14489.69,7,0.05194659095401862,1
78.5,Credit,Branch,31,Doctor,41,1,13991.5,11,0.005610549258041991,0
50.0,Credit,ATM,53,Doctor,87,1,185.87,6,0.269005204228482,0
132.42,Debit,ATM,18,Student,164,1,726.39,9,0.1822987626165178,0
11.67,Debit,Branch,76,Retired,105,1,7458.63,6,0.0015646304997504496,0
83.16,Debit,ATM,61,Retired,177,1,3065.87,8,0.027124437673076686,0
149.02,Credit,Branch,46,Engineer,176,1,9379.72,5,0.015887467839245238,0
74.27,Credit,Online,59,Doctor,148,1,13696.61,4,0.005422509653540175,0
876.57,Credit,ATM,62,Retired,118,1,3743.63,7,0.23414974173689776,0
615.58,Debit,ATM,42,Doctor,133,1,14343.0,4,0.042918496797797884,0
643.03,Credit,Online,36,Engineer,52,1,2882.16,7,0.22310697454996606,0
7.95,Debit,ATM,79,Retired,65,1,5631.2,4,0.0014117772385783187,0
270.92,Credit,Branch,77,Retired,143,1,4574.43,6,0.05922486504498951,0
499.48,Debit,ATM,24,Student,133,1,1242.62,9,0.40195715180862096,0
841.5,Credit,Branch,25,Student,287,1,352.31,8,2.3885214047707586,1
138.82,Debit,Online,77,Retired,53,1,3100.22,5,0.04477746726110577,0
231.46,Credit,Branch,60,Engineer,83,1,4707.24,5,0.04917106404353493,0
292.08,Debit,ATM,72,Retired,32,1,7950.48,4,0.03673740448785809,0
63.98,Debit,Online,54,Doctor,258,1,7954.12,4,0.008043630209195197,0
235.21,Debit,Branch,67,Doctor,74,1,5946.61,3,0.039553627966936414,0
201.73,Debit,Online,57,Engineer,78,1,6650.71,11,0.03033209983545802,0
161.31,Debit,ATM,28,Student,13,1,1268.67,6,0.12714890296807757,0
18.41,Debit,Branch,53,Doctor,168,1,8287.54,5,0.0022214070734845235,0
471.75,Credit,Branch,34,Doctor,41,1,12948.5,5,0.0364327914148876,0
290.02,Debit,Branch,55,Engineer,246,1,4746.71,6,0.06109916118511735,0
48.05,Debit,Branch,27,Engineer,38,1,5334.97,5,0.009006611079337631,0
359.42,Debit,Branch,55,Doctor,30,1,1765.45,6,0.2035854869660116,0
32.91,Debit,Online,19,Student,255,1,427.3,9,0.07701848637916016,0
3.8,Debit,Branch,67,Retired,140,1,6285.39,6,0.0006045766442423197,0
31.81,Debit,Online,51,Retired,149,1,1406.6,10,0.022614815707274166,0
220.2,Debit,Online,28,Student,102,1,1075.15,10,0.20480862944883382,0
476.03,Credit,Branch,77,Retired,99,1,5958.34,6,0.07989305732822723,0
141.91,Debit,Branch,23,Student,49,1,791.97,3,0.17918607801828254,0
95.83,Debit,Online,27,Student,91,1,1726.4,3,0.05550857243102078,0
51.15,Credit,Branch,46,Engineer,199,1,8992.25,5,0.005688231526383017,0
1192.2,Credit,Branch,60,Retired,103,5,7816.41,7,0.15252526396066066,1
50.75,Debit,ATM,62,Doctor,185,1,8271.47,3,0.006135547845624118,0
185.07,Debit,Branch,22,Student,159,1,636.42,3,0.29079852470383516,0
293.54,Debit,Online,40,Engineer,45,1,2290.1,3,0.1281778082696048,0
23.38,Debit,Branch,32,Engineer,89,1,9968.49,3,0.0023453903225609993,0
285.26,Debit,ATM,28,Student,93,1,167.72,7,1.7008107738605547,0
129.48,Debit,ATM,31,Engineer,179,1,7581.7,6,0.017077964022477854,0
743.03,Debit,ATM,50,Engineer,174,1,4111.38,7,0.18072520618204785,0
297.86,Credit,ATM,28,Student,96,1,1680.14,7,0.17728284442199552,0
231.92,Debit,ATM,66,Doctor,12,1,5715.08,9,0.04058035925904736,0
295.82,Credit,Branch,47,Engineer,46,1,5897.73,9,0.05015828115197156,0
302.86,Debit,Online,55,Doctor,275,1,5239.24,9,0.057806093903302595,0
81.08,Debit,ATM,58,Engineer,56,1,7788.91,8,0.010409672200077196,0
775.6,Credit,Branch,79,Retired,158,1,3898.64,7,0.1989411687179602,0
178.43,Debit,Branch,26,Student,136,1,1214.93,3,0.14686442719445214,0
211.91,Debit,Online,20,Student,181,1,927.47,9,0.22848178131387772,0
17.21,Debit,Online,23,Student,219,1,914.16,5,0.018826025872647832,0
124.22,Debit,ATM,23,Student,172,1,9695.04,9,0.01281273722149394,0
38.37,Debit,ATM,63,Doctor,135,1,8647.04,5,0.00443735659319564,0
269.79,Debit,ATM,52,Engineer,17,1,1292.1,2,0.20879962689575401,0
605.42,Debit,ATM,21,Student,33,1,392.34,9,1.5431003327955262,0
11.19,Debit,ATM,60,Engineer,40,1,9877.17,9,0.001132915601196582,0
29.19,Credit,Branch,58,Doctor,41,1,12059.85,7,0.0024204281127705334,0
701.7,Credit,Online,61,Retired,64,1,6643.24,7,0.1056261702036564,0
862.34,Debit,Branch,57,Doctor,72,1,9903.48,8,0.0870744424312722,0
410.97,Debit,ATM,22,Student,45,1,151.42,5,2.7141062796125826,0
36.97,Debit,Branch,41,Engineer,79,1,2850.92,5,0.01296774370039235,0
137.59,Debit,ATM,30,Doctor,95,1,10679.67,7,0.012883356870686683,0
168.11,Credit,Online,51,Doctor,12,1,10652.13,4,0.015781820146973595,0
430.98,Debit,Branch,24,Student,93,1,569.25,4,0.757101435975381,0
13.87,Debit,Branch,24,Student,20,1,954.83,10,0.014526145863387767,0
642.68,Debit,ATM,76,Retired,66,1,1831.2,12,0.35096111647574746,0
175.07,Debit,Online,28,Engineer,169,2,9274.64,6,0.018876204339061998,0
302.82,Debit,ATM,36,Engineer,175,1,9384.54,7,0.03226796408532761,0
1647.74,Debit,ATM,67,Retired,52,1,1483.84,8,1.1104566455247424,1
406.81,Debit,Online,66,Retired,84,1,1968.36,5,0.20667459099618674,0
256.3,Debit,Online,53,Retired,172,1,4203.05,4,0.06097952662714094,0
80.96,Credit,Online,19,Student,97,1,959.94,5,0.0843386036175323,0
95.78,Debit,Online,22,Student,27,1,271.64,7,0.35259901514508124,0
379.54,Credit,Branch,41,Doctor,118,1,12571.76,12,0.030189885878993964,0
903.19,Debit,Online,22,Student,65,1,8627.08,9,0.10469243347147306,0
142.19,Debit,Branch,18,Student,27,4,524.46,8,0.2711169532258522,1
847.45,Debit,Branch,28,Student,175,1,422.32,7,2.006653674780885,0
295.18,Credit,Branch,66,Doctor,31,1,12961.53,4,0.02277354600670326,0
18.46,Debit,Branch,68,Retired,213,1,6381.6,3,0.0028926914834952184,0
603.23,Debit,Branch,28,Student,48,1,117.98,9,5.112984818360331,1
54.5,Credit,Branch,57,Retired,147,1,1715.22,5,0.03177434946086013,0
414.77,Debit,Online,29,Doctor,274,1,5599.81,7,0.0740685843375604,0
886.19,Debit,Branch,61,Retired,69,1,7904.24,8,0.11211577569492352,0
440.03,Debit,Online,49,Engineer,88,1,1490.44,9,0.29523496219079626,0
35.46,Debit,ATM,56,Retired,285,1,1532.72,3,0.023135340942015886,0
76.39,Debit,Branch,18,Student,219,1,5976.0,5,0.01278279783670884,0
595.91,Credit,ATM,19,Student,162,1,1673.76,8,0.3560307310723716,0
6.03,Debit,Branch,76,Retired,70,1,3290.72,5,0.001832425724970749,0
249.34,Debit,ATM,26,Engineer,197,1,3030.97,4,0.0822640934015708,0
421.52,Debit,Branch,20,Student,67,1,369.86,6,1.1396744406079478,0
189.77,Debit,Branch,58,Engineer,24,1,6570.36,5,0.028882740018990227,0
73.19,Debit,Branch,76,Retired,213,1,2264.98,4,0.0323137509721333,0
188.13,Credit,Online,75,Retired,198,1,5029.87,8,0.03740255704938188,0
30.52,Debit,Branch,62,Doctor,122,1,12327.74,9,0.0024757173638674103,0
1235.69,Credit,Branch,20,Student,118,1,420.25,7,2.940368758111392,1
1159.39,Debit,Online,41,Doctor,150,1,6499.53,7,0.17838059032209932,0
170.24,Debit,Branch,62,Retired,133,1,5172.99,1,0.03290940049582659,0
56.62,Debit,Branch,54,Doctor,121,1,8981.1,4,0.006304350239609457,0
53.14,Debit,ATM,34,Doctor,70,1,7915.0,4,0.006713834482989471,0
587.23,Debit,Online,27,Student,144,1,500.84,10,1.1724901930259128,0
146.15,Debit,Branch,43,Doctor,75,1,13784.4,9,0.010602565210961258,0
21.27,Credit,Online,62,Retired,114,1,7392.79,3,0.0028771275758176177,0
1397.59,Credit,ATM,26,Student,144,1,1134.79,7,1.2315846876374952,1
76.02,Credit,Online,34,Doctor,189,1,14765.41,5,0.0051485194077587285,0
170.19,Credit,Branch,27,Student,156,5,745.87,5,0.22817648882276417,1
155.51,Debit,ATM,68,Doctor,15,1,5360.19,6,0.029012031235810615,0
135.15,Debit,Online,72,Retired,50,1,5878.14,4,0.022991966807541217,0
39.48,Debit,ATM,56,Retired,38,1,5889.51,11,0.006703443908400794,0
451.68,Debit,Online,33,Engineer,15,1,4381.54,8,0.10308704222011658,0
19.11,Credit,Online,49,Engineer,160,1,8478.46,4,0.0022539470584823813,0
355.0,Credit,Online,26,Student,33,1,185.47,2,1.9140560783924043,1
427.69,Debit,ATM,43,Engineer,236,1,2443.54,8,0.1750288508678849,0
254.86,Debit,Branch,23,Student,102,1,699.9,9,0.3641377287592838,0
19.48,Debit,ATM,27,Engineer,114,1,4739.59,6,0.0041100601442106595,0
190.17,Debit,ATM,49,Doctor,265,1,12893.85,7,0.014748891902148006,0
91.38,Debit,ATM,65,Retired,179,1,2402.58,6,0.03803411316986692,0
206.63,Credit,Online,59,Retired,128,1,7626.53,9,0.027093579875653043,0
93.22,Debit,Online,52,Retired,52,1,1014.63,8,0.09187585531793999,0
547.98,Debit,ATM,28,Student,171,1,1358.54,9,0.40335948589397824,0
641.06,Debit,ATM,23,Student,25,1,1602.13,4,0.4001298246700965,0
314.55,Credit,Branch,27,Student,19,2,1105.89,11,0.28443154125246145,1
836.45,Debit,Online,61,Retired,63,1,1731.89,3,0.482969469868355,0
1095.09,Debit,ATM,29,Engineer,52,1,8692.47,8,0.1259814527677617,0
189.45,Credit,Branch,53,Doctor,62,1,12578.75,8,0.015061114963679924,0
91.84,Credit,Branch,67,Retired,80,1,1712.41,8,0.053632015383979215,0
609.52,Debit,ATM,78,Retired,169,1,3485.03,6,0.17489662879545761,0
859.3,Credit,Branch,78,Retired,68,1,1146.78,4,0.749315468099239,0
100.01,Debit,ATM,50,Doctor,63,1,6393.12,3,0.01564337910809843,0
28.78,Credit,Online,40,Doctor,51,1,680.55,5,0.04228932418941556,0
111.08,Debit,Online,70,Doctor,83,1,7037.34,8,0.01578437305035088,0
470.96,Credit,Online,69,Doctor,124,2,12991.03,4,0.03625270664739231,1
52.23,Credit,Branch,28,Student,96,1,105.01,9,0.4973811544251828,0
78.62,Debit,Branch,32,Doctor,52,1,1360.85,8,0.05777271515763887,0
47.79,Debit,Branch,25,Student,37,1,1649.92,2,0.028965040553693266,0
333.97,Debit,Branch,52,Doctor,45,1,5237.36,5,0.06376685951745373,0
30.87,Debit,ATM,33,Doctor,295,1,14348.65,7,0.0021514219092727037,0
710.43,Debit,Online,67,Retired,115,1,5625.55,5,0.1262863184465762,0
220.23,Debit,ATM,41,Engineer,48,1,3438.02,6,0.06405721879437228,0
27.28,Debit,ATM,29,Doctor,96,1,10668.24,8,0.0025571228219864544,0
101.52,Debit,ATM,49,Engineer,98,1,2018.9,6,0.05028480831004602,0
162.65,Debit,ATM,59,Engineer,147,1,9500.95,4,0.01711934067949064,0
10.52,Debit,ATM,55,Retired,30,1,2472.99,7,0.004253959764277414,0
270.72,Debit,Branch,38,Doctor,37,1,6522.47,7,0.041505748525473105,0
202.34,Debit,Online,20,Student,134,1,1223.45,3,0.1653847712175833,0
247.58,Debit,ATM,39,Engineer,152,1,778.74,9,0.317923821584562,0
686.17,Debit,ATM,61,Retired,96,1,2246.15,6,0.30548716557003236,0
359.65,Credit,Online,25,Student,289,1,219.53,9,1.6382725988123445,1
109.91,Debit,Branch,38,Doctor,90,1,12896.06,9,0.008522758107109646,0
215.72,Credit,Branch,30,Engineer,137,1,8697.11,7,0.024803641640954704,0
490.76,Debit,Online,66,Retired,156,1,6414.11,5,0.07651256358791389,0
224.28,Debit,Online,64,Retired,68,1,5767.51,8,0.03888679856838254,0
614.03,Debit,ATM,68,Retired,51,1,2815.86,6,0.2180612664760987,0
608.79,Debit,Online,55,Engineer,157,1,2991.17,3,0.2035290531680611,0
186.55,Debit,Branch,48,Engineer,288,1,224.65,4,0.8304028119117377,0
840.16,Credit,Branch,20,Student,68,1,1236.76,2,0.6793233878899432,0
203.34,Debit,ATM,60,Doctor,66,1,13586.99,11,0.014965787113285734,0
90.88,Debit,ATM,26,Engineer,284,1,7117.35,5,0.012768797357487269,0
60.11,Credit,Branch,61,Retired,122,1,7235.87,5,0.008307224966303673,0
393.92,Debit,Branch,72,Retired,47,1,7318.64,7,0.053824207702764165,0
19.39,Debit,ATM,43,Doctor,45,1,9847.6,8,0.0019690076749979612,0
557.41,Credit,Online,80,Retired,49,1,2968.75,7,0.18775915726228493,0
57.07,Credit,Online,31,Doctor,99,1,9323.71,5,0.006120953991360785,0
395.27,Credit,Online,18,Student,167,1,1764.08,8,0.22406580073428756,0
289.05,Debit,ATM,75,Retired,116,1,5683.49,8,0.050857835500972406,0
46.11,Debit,Online,33,Doctor,233,1,5225.73,4,0.008823647588329962,0
335.5,Debit,ATM,63,Retired,47,1,6445.4,4,0.05205262659873301,0
388.07,Debit,Online,24,Student,68,1,289.71,7,1.3395118794825214,0
520.86,Credit,Online,51,Engineer,66,1,9200.74,9,0.056610663863329844,0
787.41,Debit,Online,25,Student,39,1,300.87,7,2.6171102929135412,0
31.7,Credit,ATM,48,Doctor,121,1,743.9,4,0.04261325389685101,0
22.3,Debit,ATM,21,Student,90,1,1200.35,6,0.01857791462008652,0
203.12,Debit,ATM,56,Retired,181,1,1562.39,2,0.13000595158695363,0
315.94,Credit,Branch,49,Doctor,172,1,7719.71,2,0.040926407804274506,0
192.23,Debit,Online,54,Engineer,39,3,2610.67,5,0.07363243890023465,0
1510.71,Debit,Online,66,Retired,51,1,2060.02,4,0.7333472454959309,0
0.26,Debit,Online,20,Student,173,1,1833.67,3,0.0001417921428512647,0
210.77,Debit,ATM,71,Retired,161,1,5396.65,4,0.039055710414691136,0
406.65,Debit,ATM,57,Doctor,107,1,12995.7,5,0.03129111934617518,0
422.9,Debit,ATM,40,Engineer,111,1,7616.43,6,0.055524701132256576,0
20.62,Credit,ATM,35,Doctor,225,1,12500.8,6,0.0016494944310368183,0
174.39,Debit,ATM,19,Student,36,1,1127.08,4,0.1547272584490253,0
7.86,Credit,Branch,76,Retired,91,1,3621.98,3,0.0021700837603463195,0
61.98,Debit,Online,49,Engineer,44,1,5212.28,8,0.011891149339845232,0
54.85,Credit,Branch,58,Retired,40,1,2727.45,7,0.02011035941956641,0
204.7,Debit,Branch,49,Doctor,95,5,5117.03,5,0.04000367392803311,0
16.55,Debit,Branch,26,Engineer,159,1,6089.79,6,0.002717663494607099,0
91.32,Debit,Branch,58,Engineer,77,1,2618.1,7,0.03488025654146038,0
195.49,Debit,ATM,31,Doctor,212,1,11988.12,4,0.016306977227199114,0
49.62,Debit,ATM,55,Engineer,111,1,3841.42,12,0.012917098331041389,0
487.16,Credit,Branch,28,Student,84,1,321.21,6,1.5166401570112964,0
405.6,Debit,Online,37,Engineer,44,1,9754.73,5,0.04157982840982803,0
512.95,Debit,Branch,57,Engineer,143,1,9584.52,6,0.0535185903378379,0
345.94,Debit,ATM,31,Doctor,163,1,7624.56,5,0.04537179844427508,0
356.56,Debit,Online,47,Engineer,52,1,2485.73,6,0.1434427707617369,0
10.31,Debit,Online,36,Engineer,280,1,2137.9,10,0.004822489336159364,0
211.69,Debit,Branch,30,Doctor,111,1,6412.85,4,0.03301028398760257,0
221.49,Credit,Branch,23,Student,196,1,707.25,5,0.31317072727931106,0
278.23,Debit,Online,48,Engineer,83,1,8300.54,3,0.03351950591947089,0
116.88,Debit,ATM,45,Doctor,263,1,7717.34,10,0.015145114747898739,0
328.77,Credit,Online,39,Doctor,247,1,6967.03,6,0.04718940488674599,0
77.53,Debit,Branch,54,Retired,55,1,5158.6,7,0.015029271478639026,0
421.74,Debit,Online,67,Doctor,103,1,12031.14,6,0.035054034750610474,0
313.69,Debit,Branch,73,Retired,152,1,7093.68,11,0.044221053044088465,0
411.72,Debit,Branch,29,Doctor,153,1,8539.86,9,0.04821156313076378,0
508.73,Debit,Branch,59,Retired,89,1,7640.57,8,0.06658272868832728,0
153.08,Debit,ATM,24,Student,201,1,1292.21,7,0.1184637162809163,0
23.01,Debit,Branch,63,Retired,166,1,5958.75,7,0.003861548137006003,0
69.28,Debit,Online,25,Student,129,1,708.74,5,0.09775093690562214,0
51.25,Credit,Branch,28,Student,66,1,1744.4,6,0.02937972925143471,0
407.65,Debit,ATM,25,Student,263,1,273.78,4,1.4889691909938934,0
459.25,Debit,Branch,25,Student,59,1,130.76,5,3.5121594132640404,0
301.56,Debit,Branch,49,Doctor,118,1,10389.6,6,0.029025178997242263,0
17.67,Debit,Online,63,Doctor,91,1,1048.18,6,0.016857791439850108,0
5.29,Credit,Online,32,Doctor,132,1,12896.68,4,0.0004101830855614134,0
401.37,Debit,Branch,43,Engineer,251,1,8208.54,6,0.04889663685759387,0
